patch,quality,area_ha,area_sqkm,quality_area,betweenness,dECA
38,0.8135644259123966,58,0.58,0.47186736702919,NA,NA
39,0.8399412342603656,138,1.3800000000000001,1.1591189032793046,0,0.002053324976096143
40,0.8402075087351184,248,2.48,2.0837146216630935,27,0.01987128249308529
41,0.8059619963169098,2,0.02,0.016119239926338198,NA,NA
42,0.796389639377594,8,0.08,0.06371117115020752,NA,NA
43,0.7893468737602234,2,0.02,0.015786937475204467,NA,NA
44,0.7873544801365245,11,0.11,0.0866089928150177,NA,NA
45,0.7624895423650742,4,0.04,0.030499581694602967,NA,NA
46,0.768486499786377,1,0.01,0.0076848649978637695,0,5.849139442554737e-4
47,0.7564821243286133,1,0.01,0.007564821243286133,NA,NA
48,0.7894043773412704,4,0.04,0.03157617509365082,NA,NA
49,0.8065718213717142,3,0.03,0.024197154641151426,NA,NA
50,0.7688503265380859,1,0.01,0.00768850326538086,NA,NA
51,0.7406107187271118,2,0.02,0.014812214374542236,NA,NA
52,0.7622364461421967,2,0.02,0.015244728922843934,NA,NA
53,0.7648595720529556,12,0.12,0.09178314864635467,0,0.004973951935584758
54,0.7392569184303284,1,0.01,0.0073925691843032834,NA,NA
55,0.8130495420524052,14,0.14,0.11382693588733674,28,0.005375392184925489
56,0.7373505234718323,1,0.01,0.007373505234718323,NA,NA
57,0.8819511458277702,56,0.56,0.4938926416635514,34,0.014999597046753714
58,0.7512957453727722,4,0.04,0.03005182981491089,NA,NA
59,0.7517645359039307,1,0.01,0.007517645359039307,0,2.583204748593566e-4
60,0.7612693309783936,1,0.01,0.007612693309783936,NA,NA
61,0.7857518990834554,3,0.03,0.023572556972503662,NA,NA
62,0.7424699664115906,1,0.01,0.007424699664115906,0,2.3569717553504986e-4
63,0.7879486409100619,11,0.11,0.08667435050010681,0,0.004528685467833789
64,0.8123068511486053,8,0.08,0.06498454809188843,NA,NA
65,0.7939876507629048,44,0.44,0.34935456633567813,24,0.007310701897383719
66,0.832130708441829,151,1.51,1.2565173697471619,1,0.00891704192401657
67,0.7754961592810494,7,0.07,0.054284731149673464,NA,NA
68,0.7361761927604675,1,0.01,0.007361761927604675,NA,NA
69,0.8238747278849284,15,0.15,0.12358120918273927,0,0.00450350461147302
70,0.8247008588578966,9,0.09,0.07422307729721069,NA,NA
71,0.7785973123141697,35,0.35000000000000003,0.27250905930995944,NA,NA
72,0.7725681662559509,1,0.01,0.00772568166255951,NA,NA
73,0.7707462310791016,1,0.01,0.007707462310791016,NA,NA
74,0.7481206655502319,2,0.02,0.01496241331100464,18,1.7099763754572917e-4
75,0.7532959342002868,10,0.1,0.07532959342002869,NA,NA
76,0.7626441359519959,5,0.05,0.038132206797599794,10,2.7320669824070317e-4
77,0.8025835255781809,24,0.24,0.1926200461387634,NA,NA
78,0.7852217157681783,3,0.03,0.02355665147304535,NA,NA
79,0.7371443510055542,1,0.01,0.007371443510055542,0,3.751377546082866e-5
80,0.7929543999882488,154,1.54,1.2211497759819032,NA,NA
81,0.7768150269985199,2,0.02,0.015536300539970398,NA,NA
82,0.7731714248657227,1,0.01,0.0077317142486572265,NA,NA
83,0.7392384707927704,2,0.02,0.014784769415855409,NA,NA
84,0.7517884373664856,1,0.01,0.007517884373664856,NA,NA
85,0.7446399629116058,2,0.02,0.014892799258232116,NA,NA
86,0.748084545135498,1,0.01,0.007480845451354981,NA,NA
87,0.7638318538665771,1,0.01,0.0076383185386657716,NA,NA
88,0.7458524405956268,2,0.02,0.014917048811912538,NA,NA
89,0.7538425326347351,3,0.03,0.022615275979042053,NA,NA
90,0.7905304091317313,7,0.07,0.055337128639221196,NA,NA
91,0.741141676902771,1,0.01,0.00741141676902771,NA,NA
92,0.7666107416152954,6,0.06,0.045996644496917725,NA,NA
93,0.7797546684741974,4,0.04,0.031190186738967896,NA,NA
94,0.7789203524589539,1,0.01,0.007789203524589539,NA,NA
95,0.7712943818834093,9,0.09,0.06941649436950684,NA,NA
96,0.8097236386754296,44,0.44,0.35627840101718905,NA,NA
97,0.7987058460712433,4,0.04,0.031948233842849734,NA,NA
98,0.7959709068139394,12,0.12,0.09551650881767274,NA,NA
99,0.7713688388466835,8,0.08,0.06170950710773468,NA,NA
100,0.7579967498779296,5,0.05,0.037899837493896485,NA,NA
101,0.7657211621602377,3,0.03,0.02297163486480713,NA,NA
102,0.7719079852104187,1,0.01,0.007719079852104187,NA,NA
103,0.757246196269989,1,0.01,0.00757246196269989,NA,NA
104,0.74265456199646,1,0.01,0.0074265456199646,NA,NA
105,0.7635295167565346,8,0.08,0.061082361340522764,0,3.8333596058216974e-4
106,0.7710726261138916,3,0.03,0.023132178783416748,NA,NA
107,0.7877490520477295,7,0.07,0.05514243364334107,0,4.4939307353208767e-4
108,0.7724848985671997,4,0.04,0.03089939594268799,NA,NA
109,0.7451370358467102,1,0.01,0.007451370358467102,NA,NA
110,0.7853175915520767,29,0.29,0.22774210155010222,40,0.02158306178028633
111,0.7366400361061096,1,0.01,0.007366400361061096,NA,NA
112,0.7599413394927979,2,0.02,0.015198826789855957,NA,NA
113,0.7797135512034098,3,0.03,0.023391406536102295,NA,NA
114,0.801924813084486,41,0.41000000000000003,0.3287891733646393,0,8.671253322491914e-5
115,0.7627535263697306,3,0.03,0.022882605791091918,NA,NA
116,0.7971834784204309,22,0.22,0.1753803652524948,40,0.0016822695594956587
117,0.8096597747630384,83,0.8300000000000001,0.672017613053322,NA,NA
118,0.7895500234195164,7,0.07,0.055268501639366155,NA,NA
119,0.7807368380682809,7,0.07,0.05465157866477967,NA,NA
120,0.7400712966918945,1,0.01,0.007400712966918945,NA,NA
121,0.7418261170387268,1,0.01,0.007418261170387268,NA,NA
122,0.737133264541626,1,0.01,0.00737133264541626,0,8.671253322491914e-5
123,0.7565266788005829,4,0.04,0.030261067152023317,0,4.105485219364286e-4
124,0.785352247953415,10,0.1,0.0785352247953415,NA,NA
125,0.7763777673244476,12,0.12,0.09316533207893371,NA,NA
126,0.8066036891937256,25,0.25,0.2016509222984314,151,0.0022265143972135647
127,0.7543178995450338,3,0.03,0.022629536986351013,NA,NA
128,0.7414059042930603,1,0.01,0.007414059042930603,78,0.0012303972614924892
129,0.7903220256169637,3,0.03,0.02370966076850891,0,2.1657001700194154e-4
130,0.753519743680954,2,0.02,0.01507039487361908,175,1.7893166880420775e-4
131,0.7517884969711304,1,0.01,0.007517884969711304,NA,NA
132,0.768295968280119,17,0.17,0.13061031460762024,NA,NA
133,0.8595348140617167,451,4.51,3.876502011418342,360.5,0.5131953915953638
134,0.7510799169540405,1,0.01,0.0075107991695404054,NA,NA
135,0.8002221822738648,5,0.05,0.04001110911369324,205,5.079350919251684e-4
136,0.7473423480987549,1,0.01,0.007473423480987549,NA,NA
137,0.7356735467910767,1,0.01,0.007356735467910767,NA,NA
138,0.7712887823581696,2,0.02,0.015425775647163392,NA,NA
139,0.7377039790153503,1,0.01,0.0073770397901535036,NA,NA
140,0.7652398347854614,2,0.02,0.015304796695709229,NA,NA
141,0.7531171441078186,1,0.01,0.007531171441078186,NA,NA
142,0.7766622404257456,6,0.06,0.046599734425544735,NA,NA
143,0.7439771890640259,1,0.01,0.007439771890640259,NA,NA
144,0.772763987382253,3,0.03,0.02318291962146759,NA,NA
145,0.7757992744445801,1,0.01,0.007757992744445801,231,2.971778365207978e-4
146,0.8675767183303833,1,0.01,0.008675767183303833,0,1.8190719004940493e-4
147,0.7686218023300171,5,0.05,0.03843109011650086,0,0.003873211128116188
148,0.7465484738349915,1,0.01,0.007465484738349915,NA,NA
149,0.7388215363025665,2,0.02,0.01477643072605133,32,0.0012440737741810138
150,0.7377592325210571,1,0.01,0.007377592325210572,NA,NA
151,0.7633314558437893,7,0.07,0.05343320190906525,310,0.008700287706276897
